timestamp, lvl, ground_vel, angle_of_attack_rad, sideslip_angle_rad, rot_vel_x, rot_vel_y, rot_vel_z, g_force, stall_warning, aoa_indicator
1633403433, 4, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
1633403435, 4, 362.29525264449, 0.018697317834055, 0.16596718896039, -0.44934881737149, 0.078582045560411, -2.377952472762, 1.0083618187249, 0.0, 2.969940662384
1633403437, 4, 367.23279329194, 0.04596734367959, 0.16625785271457, -0.46922442002078, 0.10474359740705, -2.5484461237286, 1.7838785693906, 0.0, 2.7195861339569
1633403439, 4, 368.7926729116, 0.052334696174072, 0.14808338022598, -0.45042969143235, 0.070375394482332, -2.7053672970218, 2.0814843563891, 0.0, 2.6611301898956
1633403441, 4, 368.59995772932, 0.057998084377617, 0.13122332438407, -0.36274734405956, 0.083948364701988, -1.7770729476102, 2.5243911920443, 0.0, 2.6091370582581
1633403443, 4, 399.37016122152, 0.091953803979821, -0.0097961081853896, -0.16760751098872, -0.05132465828638, 0.036784854982169, 3.7507539870152, 0.0, 2.297404050827
1633403445, 4, 404.72531980223, 0.092509051567208, 0.014917137005613, -0.11537752285341, 0.049983260856298, -0.34322546227133, 3.8861614438353, 0.0, 2.2923064231873
1633403447, 4, 408.87760261703, -0.0021993782889897, 0.0055210348311711, -0.079665748313254, 0.016316200759968, -0.23067635179093, 0.88070964884015, 0.0, 3.1415927410126
1633403449, 4, 409.04608792496, 0.042274396171002, 0.010288908653986, -0.073774612510122, 0.042115094538107, -0.15289759734202, 2.298393845606, 0.0, 2.7534894943237
1633403451, 4, 406.51103165823, 0.046786663187013, 0.0090919845844349, -0.10047809460491, 0.039016783070952, -0.0023581111645821, 2.4068944950538, 0.0, 2.7120642662048
1633403453, 4, 384.78782142799, 0.12881174119876, 0.027143286658052, -0.21577315374414, 0.037319995934989, -0.15323240604643, 4.6467826835654, 0.0, 1.9590268135071
1633403455, 4, 330.69226459927, 0.23301594589597, -0.16598395980812, -0.32532629115444, 0.11062182196862, 0.19719692444967, 6.1451946556503, 1.0, 1.0023723840714
1633403457, 4, 230.17792144952, 0.23817814789608, 0.16275984716977, -0.16062697749099, 0.15030864927865, -2.3494404526003, 4.8738614383287, 1.0, 0.95498037338257
1633403459, 4, 224.98428224338, 0.20984461465939, 0.3223832447413, -0.40112705727964, -0.030751036699392, -0.55123366324019, 3.6512209455818, 0.0, 1.2150986194611
1633403461, 4, 258.29178097357, -0.33390845399308, -0.092815540306442, 0.21285758606228, 0.51633786356745, -1.7786294364576, -2.0449884303305, 0.0, 3.1415927410126
1633403463, 4, 254.02101911606, -0.39292203171518, -0.29086607754741, 0.1071976200108, -0.075133364222413, 1.3212947356662, -1.9010706965281, 0.0, 3.1415927410126
1633403465, 4, 254.28663147147, 0.024373746423829, -0.1721968309836, 0.16089263765935, -0.023455300098067, -0.29198565494671, 0.78083914092893, 0.0, 2.9178278446198
1633403467, 4, 256.3864955703, -0.19742223244443, -0.3308775451357, 0.54142399949348, -0.061614253173473, -0.12566249537559, -2.1015669659378, 0.0, 3.1415927410126
1633403469, 4, 239.59840670408, -0.25275469413706, 0.088253361699804, 0.36367320891507, 0.1209755644677, 0.0083634165163349, -2.1837775878558, 0.0, 3.1415927410126
1633403471, 4, 178.75574444335, -0.32138401983839, 0.022194340600086, 0.10163268273739, 0.01150588266567, -1.2106580840509, -2.460454697884, 0.0, 3.1415927410126
1633403473, 4, 76.557287046917, -0.25890227295353, 0.10068070795523, 0.18979781898828, -0.010643612562917, 0.70248361724905, -3.1827980242697, 0.0, 3.1415927410126
1633403475, 4, 65.64054387148, -0.014651897443869, -0.15969582061897, -1.7389007766705, -0.25119721414405, 0.38823411051707, 0.095485385267918, 0.0, 3.1415927410126
1633403477, 4, 300.11160904955, 0.25197572273085, 0.28312234284686, -0.27812509980667, -0.2377031275695, -0.31546539559779, 5.7189591321204, 1.0, 0.82831090688705
1633403479, 4, 209.12199744619, -0.31854550132783, -0.064548671762195, 0.12686704282769, 0.522147157806, -2.2812783848149, -4.0889901854287, 0.0, 3.1415927410126
1633403481, 4, 210.32377676999, -0.15949476331249, -0.38157926130573, 0.823637132259, -0.2077842994285, -1.5546377495913, -3.8809550932395, 0.0, 3.1415927410126
1633403483, 4, 220.72338481714, -0.11876596599245, -0.31138546621037, -0.1470385555926, -0.36689991276932, -0.77783380777027, -3.3779959739991, 0.0, 3.1415927410126
1633403485, 4, 271.81780107157, -0.015566716585778, -0.015469401694344, 0.0061818518249025, 0.093698184662105, -0.024835576879408, 0.61897320335205, 0.0, 3.1415927410126
1633403487, 4, 295.10775859781, -0.017539608342115, -0.0015161275191018, 0.0071183619459983, 0.0074667622045202, -1.8569200074427e-05, 0.65648687762064, 0.0, 3.1415927410126
1633403489, 4, 318.29782628552, -0.019744236708501, 0.0001236749663908, 0.0067451188517505, 0.0014473379666259, 0.0034629287333183, 0.65509440915419, 0.0, 3.1415927410126
1633403491, 4, 340.63488355865, -0.021737484025194, -0.00054145130510753, 0.0061334230133874, -0.0016773614282407, 0.0023575515275158, 0.63336534524104, 0.0, 3.1415927410126
1633403493, 4, 361.11905173874, -0.023246875462903, -0.0013141016871727, 0.0050805520256914, -0.004836366883178, 0.00064475947062243, 0.60089543516445, 0.0, 3.1415927410126
1633403495, 4, 0.0, -0.022948876644701, -0.0025596374895156, 0.027766941343196, 0.0012659469322797, 0.0024370901774416, 0.67663094164451, 0.0, 3.1415927410126
1633403497, 4, 0.0, -0.022948876644701, -0.0025596374895156, 0.027766941343196, 0.0012659469322797, 0.0024370901774416, 0.67663094164451, 0.0, 3.1415927410126
1633403499, 4, 0.0, -0.022948876644701, -0.0025596374895156, 0.027766941343196, 0.0012659469322797, 0.0024370901774416, 0.67663094164451, 0.0, 3.1415927410126
1633403501, 4, 0.0, -0.022948876644701, -0.0025596374895156, 0.027766941343196, 0.0012659469322797, 0.0024370901774416, 0.67663094164451, 0.0, 3.1415927410126
1633403507, 4, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
1633403509, 4, 363.18481723438, -0.0068380915406823, -0.0099686197211707, 0.023868671685464, 0.018735304420122, 2.5189088239278, 0.56797667371714, 0.0, 3.1415927410126
1633403511, 4, 371.19989831866, 0.0057984388604155, -0.06246521375685, -0.28522177956351, 0.089925030214756, 1.1816536686826, 0.8554745525265, 0.0, 3.0883598327637
1633403513, 4, 383.41179110248, -0.03193634017377, 0.0056668637538157, 0.046146322849679, 0.028275930317524, -0.0048565670019125, -0.098841188132871, 0.0, 3.1415927410126
1633403515, 4, 394.00422152604, 0.015897156204168, 0.0015100049327096, -0.01507237603207, 0.0019850891361625, -0.012284630224981, 1.3258447931041, 0.0, 2.9956476688385
1633403517, 4, 403.08852833431, 0.026676212742313, 0.0010919193327582, -0.012736049900528, 0.0017512292426698, -0.096386976986922, 1.7038908960089, 0.0, 2.8966898918152
1633403519, 4, 409.41611625473, 0.05162860461299, 0.019350773668856, -0.33517833775942, -0.031959187498361, -2.3050159624849, 2.4486481546127, 0.0, 2.6676125526428
1633403522, 4, 379.570727241, 0.22573898197396, 0.20904333170345, -0.13590347903865, -0.19546380437518, 0.077057414523442, 6.5822778662186, 1.0, 1.0691791772842
1633403524, 4, 327.62112626531, 0.18937168656131, 0.37267950376208, -0.50050849284615, 0.097841577552333, -0.34873828461962, 4.7617773698262, 0.0, 1.4030518531799
1633403526, 4, 315.54376442441, 0.021747622146679, -0.02013085230627, 0.021627945960915, 0.24113874407671, 0.095231091781111, 1.0697841728422, 0.0, 2.9419369697571
1633403528, 4, 320.92271230037, 0.013604438487188, 0.033104592024126, -0.0066124865863396, 0.078476364138071, 0.069522376652131, 0.90205203619983, 0.0, 3.0166962146759
1633403530, 4, 326.04094407319, 0.025969479074861, 0.015731895077152, -0.092350235200751, 0.047457394985086, -0.12026823411306, 1.0802995207344, 0.0, 2.9031779766083
1633403532, 4, 323.53418739354, 0.23233261534096, -0.0093870309945318, -0.42927185743524, 0.08877153791356, 0.13885386077391, 5.2998533676348, 1.0, 1.008645772934
1633403534, 4, 313.59793671976, 0.030929173892151, -0.028470600263158, -0.16779808642805, -0.12687907495791, 0.94311153086316, 1.1757949974523, 0.0, 2.8576452732086
1633403536, 4, 321.22894564487, -0.10615293194988, -0.0065023411142928, 0.14531274181803, 0.0064318400626806, -0.15614842494532, -1.8540678992868, 0.0, 3.1415927410126
1633403538, 4, 331.68148161899, -0.0025398143162927, 0.00097734422987387, 0.020036098722268, 0.0064330079607583, -0.0087559220852531, 0.6942801488639, 0.0, 3.1415927410126
1633403540, 4, 347.79039844287, 0.082747095388014, -0.0088198486947285, 0.20273865580046, -0.0067253593929409, 0.010912731518917, 3.1638994832701, 0.0, 2.3819270133972
1633403542, 4, 358.79001745641, 0.020914944945729, -0.00082892372448502, -0.10165356041717, 0.0019077717886178, -0.046664704852646, 1.3943122102891, 0.0, 2.9495813846588
1633403544, 4, 369.56363294444, -0.0032163346154009, 0.00049034231584067, 0.014046676851232, 0.0016769955741641, -0.018026669540837, 0.83286309828902, 0.0, 3.1415927410126
1633403546, 4, 380.09586520495, -0.0040177426640544, 0.00085674667308529, 0.0065792452381344, 0.0028947411384719, -0.018031212082391, 0.86685799727561, 0.0, 3.1415927410126
1633403602, 4, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
1633403604, 4, 363.4353883576, 0.0017107745022294, -0.00040935774380835, -0.018183461758531, 0.0078467195701682, -0.010309351406984, 0.70968993460609, 0.0, 3.1258869171143
1633403606, 4, 371.75508512989, -0.00078799910324184, -0.00051629851597158, 0.00083308229182837, 0.0086825794092156, 0.10018182863914, 0.74942693982431, 0.0, 3.1415927410126
1633403608, 4, 380.13030598999, -0.0041278128550176, 0.00036190561923267, 0.015397241263168, 0.0021405104593057, 0.0083755476335539, 0.71071305857314, 0.0, 3.1415927410126
1633403610, 4, 388.96105016616, -0.0047291360649583, -6.3162256307229e-05, 0.013754382982519, -1.3424197083275e-05, 0.0078653325712426, 0.73621959273106, 0.0, 3.1415927410126
1633403612, 4, 398.28010366838, -0.0053749570637071, -0.00029235712366522, 0.011889492634018, -0.0008900587588273, 0.0076803694486602, 0.76383073234882, 0.0, 3.1415927410126
1633403614, 4, 408.44707110967, 0.0054113001569408, -0.00085167197199027, 0.0013404183923022, 0.0001316440781835, -0.091014788495973, 1.1318931147498, 0.0, 3.0919139385223
1633403616, 4, 417.4459426087, 0.035886585698037, 0.01742018720632, -0.11517587268895, 0.047560862977674, -0.30937845487313, 2.0451768623244, 0.0, 2.8121333122253
1633403618, 4, 420.03915420375, 0.068165816652778, 0.010449572610074, -0.1253002895628, 0.03687329810498, -0.048402808195235, 3.1949066593785, 0.0, 2.5157914161682
1633403620, 4, 416.38206955028, 0.072444867400898, 0.015530154471687, -0.14819981406622, 0.058406277055215, -0.18337598816486, 3.2877981003085, 0.0, 2.4765071868896
1633403622, 4, 403.92107255656, 0.14427212324305, 0.014470011068836, -0.25697658444283, 0.037233659925651, 0.02787159461621, 5.3526713413688, 0.0, 1.8170917034149
1633403624, 4, 393.12978781357, -0.037996352924582, 0.014532542727891, 0.027674787411465, 0.055267504650703, 0.015592138924856, -0.34125799073641, 0.0, 3.1415927410126
1633403626, 4, 397.82144001115, -0.008255508280859, 0.010826719637576, -0.03504256228704, 0.046943905442143, 0.0098390346143867, 0.66498136745916, 0.0, 3.1415927410126
1633403628, 4, 397.80601543441, 0.05003246494671, 0.010650325815051, -0.10988208581057, 0.047489707976481, -0.004292139624079, 2.4848745442176, 0.0, 2.6822657585144
1633403630, 4, 397.69087463699, 0.061345794813741, 0.0041705824657787, -0.1691545560492, 0.031214794204538, -0.1774641280349, 2.9002083800712, 0.0, 2.5784029960632
1633403632, 4, 394.21291987774, 0.078240409635985, 0.011617666036946, -0.16619067137023, 0.058295566600428, 0.12680134207, 3.5722581077307, 0.0, 2.423300743103
1633403634, 4, 397.97847589444, 0.052370903683156, -0.0029803539881845, -0.25951549082286, 0.015666459157612, 0.19881710093837, 2.7568409613334, 0.0, 2.6607978343964
1633403636, 4, 401.38359252391, -0.01249721773747, 0.0047781534209687, -0.055844820307183, 0.037143840319147, -0.030400107323797, 0.66670843877076, 0.0, 3.1415927410126
1633403638, 4, 406.12412184516, -0.010334522076799, 0.0058479600554712, 0.00023666520261406, 0.028597272228912, -0.028210792084519, 0.76924934250998, 0.0, 3.1415927410126
1633403640, 4, 411.51733914504, -0.011086218825925, 0.0061477221224183, -0.0011968770859397, 0.028780861350327, -0.02770093913152, 0.76847148621527, 0.0, 3.1415927410126
